date,artist,weeks,current,peak,previous
2016/12/24,Beyonce,126,54,2,50
2016/12/24,Jon Bellion,9,55,25,55
2016/12/24,Jordan Smith,14,56,6,36
2016/12/24,Chris Stapleton,59,57,2,56
2016/12/24,Taylor Swift,124,58,1,45
2016/12/24,Justin Timberlake,82,59,5,46
2016/12/24,Thomas Rhett,97,60,7,51
2016/12/24,Andy Williams,9,61,57,71
2016/12/24,Carrie Underwood,115,62,3,52
2016/12/24,Amy Grant,7,63,62,62
2016/12/24,D.R.A.M.,17,64,31,61
2016/12/24,Burl Ives,8,65,65,72
2016/12/24,Daya,56,66,20,54
2016/12/24,Kidz Bop Kids,48,67,9,39
2016/12/24,Eminem,128,68,11,65
2016/12/24,Chris Tomlin,17,69,17,31
2016/12/24,Lauren Daigle,16,70,40,40
2016/12/24,DJ Khaled,28,71,3,60
2016/12/24,Lil Yachty,16,72,50,69
2016/12/24,Tim McGraw,105,73,10,66
2016/12/24,Calvin Harris,95,74,9,70
2016/12/24,Young M.A,10,75,58,77
2016/12/24,Kanye West,78,76,3,63
2016/12/24,21 Savage,7,77,74,91
2016/12/24,Kodak Black,1,78,78,0
2016/12/24,Little Big Town,47,79,17,96
2016/12/24,Desiigner,39,80,6,85
2016/12/24,Bryson Tiller,63,81,10,89
2016/12/24,Shakira,17,82,35,83
2016/12/24,Major Lazer,44,83,12,84
2016/12/24,Red Hot Chili Peppers,17,84,2,0
2016/12/24,Luke Bryan,128,85,1,76
2016/12/24,Vince Guaraldi Trio,6,86,73,97
2016/12/24,Big Sean,70,87,2,0
2016/12/24,Eric Church,122,88,8,73
2016/12/24,Kenny Chesney,101,89,2,67
2016/12/24,Old Dominion,52,90,29,82
2016/12/24,Train,4,91,16,0
2016/12/24,Mannheim Steamroller,9,92,54,0
2016/12/24,OneRepublic,70,93,6,0
2016/12/24,Johnny Mathis,2,94,94,94
2016/12/24,The Lumineers,32,95,1,100
2016/12/24,Nat King Cole,5,96,51,0
2016/12/24,Cole Swindell,114,97,10,79
2016/12/24,Brenda Lee,4,98,62,0
2016/12/24,Maluma,1,99,99,0
2016/12/24,Chris Young,47,100,13,80
2016/12/17,The Weeknd,112,1,1,5
2016/12/17,Pentatonix,31,2,2,3
2016/12/17,Bruno Mars,115,3,1,1
2016/12/17,Drake,127,4,1,4
2016/12/17,twenty one pilots,85,5,1,7
2016/12/17,Rae Sremmurd,91,6,5,8
2016/12/17,The Chainsmokers,53,7,2,10
2016/12/17,Ariana Grande,125,8,1,9
2016/12/17,Metallica,77,9,2,2
2016/12/17,Rihanna,123,10,2,12
2016/12/17,Shawn Mendes,95,11,1,11
2016/12/17,Adele,96,12,1,14
2016/12/17,Justin Bieber,126,13,1,13
2016/12/17,Garth Brooks,14,14,7,31
2016/12/17,Sia,127,15,5,15
2016/12/17,Alessia Cara,65,16,15,21
2016/12/17,Michael Buble,18,17,4,32
2016/12/17,Maroon 5,127,18,1,16
2016/12/17,Trans-Siberian Orchestra,17,19,19,48
2016/12/17,DJ Snake,81,20,16,20
2016/12/17,Elvis Presley,25,21,21,76
2016/12/17,Keith Urban,88,22,8,23
2016/12/17,Lady Gaga,27,23,1,24
2016/12/17,Gucci Mane,8,24,6,22
2016/12/17,Florida Georgia Line,127,25,1,25
2016/12/17,Zay Hilfigerrr & Zayion McCall,6,26,18,18
2016/12/17,Kendrick Lamar,98,27,1,36
2016/12/17,Miranda Lambert,56,28,6,6
2016/12/17,Mariah Carey,15,29,23,69
2016/12/17,Nicki Minaj,117,30,2,27
2016/12/17,Chris Tomlin,16,31,17,65
2016/12/17,BTS,8,32,16,42
2016/12/17,Lil Uzi Vert,22,33,29,29
2016/12/17,Halsey,54,34,4,26
2016/12/17,Brett Eldredge,49,35,9,55
2016/12/17,Jordan Smith,13,36,6,79
2016/12/17,Niall Horan,10,37,11,19
2016/12/17,Future,72,38,1,38
2016/12/17,Kidz Bop Kids,47,39,9,57
2016/12/17,Lauren Daigle,15,40,40,87
2016/12/17,Daft Punk,11,41,41,41
2016/12/17,Fifth Harmony,89,42,6,40
2016/12/17,X Ambassadors,75,43,21,30
2016/12/17,Bing Crosby,11,44,35,72
2016/12/17,Taylor Swift,123,45,1,39
2016/12/17,Justin Timberlake,81,46,5,33
2016/12/17,Amine,7,47,34,34
2016/12/17,gnash,19,48,42,56
2016/12/17,Blake Shelton,127,49,1,73
2016/12/17,Beyonce,125,50,2,44
2016/12/17,Thomas Rhett,96,51,7,47
2016/12/17,Carrie Underwood,114,52,3,46
2016/12/17,Camila Cabello,10,53,53,71
2016/12/17,Daya,55,54,20,54
2016/12/17,Jon Bellion,8,55,25,52
2016/12/17,Chris Stapleton,58,56,2,51
2016/12/17,G-Eazy,53,57,8,0
2016/12/17,Auli'i Cravalho,1,58,58,0
2016/12/17,Frank Sinatra,11,59,33,93
2016/12/17,DJ Khaled,27,60,3,50
2016/12/17,D.R.A.M.,16,61,31,43
2016/12/17,Amy Grant,6,62,62,95
2016/12/17,Kanye West,77,63,3,35
2016/12/17,John Legend,81,64,15,45
2016/12/17,Eminem,127,65,11,28
2016/12/17,Tim McGraw,104,66,10,58
2016/12/17,Kenny Chesney,100,67,2,61
2016/12/17,A Tribe Called Quest,4,68,1,17
2016/12/17,Lil Yachty,15,69,50,53
2016/12/17,Calvin Harris,94,70,9,49
2016/12/17,Andy Williams,8,71,57,0
2016/12/17,Burl Ives,7,72,67,0
2016/12/17,Eric Church,121,73,8,90
2016/12/17,Andy Grammer,51,74,18,77
2016/12/17,Prince,25,75,1,0
2016/12/17,Luke Bryan,127,76,1,75
2016/12/17,Young M.A,9,77,58,67
2016/12/17,George Strait,12,78,8,59
2016/12/17,Cole Swindell,113,79,10,80
2016/12/17,Chris Young,46,80,13,0
2016/12/17,Machine Gun Kelly,2,81,11,0
2016/12/17,Old Dominion,51,82,29,84
2016/12/17,Shakira,16,83,35,66
2016/12/17,Major Lazer,43,84,12,68
2016/12/17,Desiigner,38,85,6,63
2016/12/17,Jason Aldean,119,86,1,64
2016/12/17,Tory Lanez,45,87,9,74
2016/12/17,Travis Scott,40,88,5,86
2016/12/17,Bryson Tiller,62,89,10,85
2016/12/17,Casting Crowns,7,90,20,0
2016/12/17,21 Savage,6,91,74,78
2016/12/17,Trisha Yearwood,2,92,92,92
2016/12/17,Martin Garrix,4,93,93,0
2016/12/17,Johnny Mathis,1,94,94,0
2016/12/17,Brett Young,9,95,87,94
2016/12/17,Little Big Town,46,96,17,0
2016/12/17,Vince Guaraldi Trio,5,97,73,0
2016/12/17,Meghan Trainor,125,98,1,83
2016/12/17,Charlie Puth,88,99,10,89
2016/12/17,The Lumineers,31,100,1,81
2016/12/10,Bruno Mars,114,1,1,10
2016/12/10,Metallica,76,2,2,55
2016/12/10,Pentatonix,30,3,2,4
2016/12/10,Drake,126,4,1,2
2016/12/10,The Weeknd,111,5,1,7
2016/12/10,Miranda Lambert,55,6,6,94
2016/12/10,twenty one pilots,84,7,1,3
2016/12/10,Rae Sremmurd,90,8,5,5
2016/12/10,Ariana Grande,124,9,1,9
2016/12/10,The Chainsmokers,52,10,2,6
2016/12/10,Shawn Mendes,94,11,1,12
2016/12/10,Rihanna,122,12,2,11
2016/12/10,Justin Bieber,125,13,1,13
2016/12/10,Adele,95,14,1,15
2016/12/10,Sia,126,15,5,14
2016/12/10,Maroon 5,126,16,1,16
2016/12/10,A Tribe Called Quest,3,17,1,1
2016/12/10,Zay Hilfigerrr & Zayion McCall,5,18,18,21
2016/12/10,Niall Horan,9,19,11,74
2016/12/10,DJ Snake,80,20,16,18
2016/12/10,Alessia Cara,64,21,15,20
2016/12/10,Gucci Mane,7,22,6,19
2016/12/10,Keith Urban,87,23,8,17
2016/12/10,Lady Gaga,26,24,1,39
2016/12/10,Florida Georgia Line,126,25,1,23
2016/12/10,Halsey,53,26,4,26
2016/12/10,Nicki Minaj,116,27,2,44
2016/12/10,Eminem,126,28,11,63
2016/12/10,Lil Uzi Vert,21,29,29,30
2016/12/10,X Ambassadors,74,30,21,25
2016/12/10,Garth Brooks,13,31,7,45
2016/12/10,Michael Buble,17,32,4,50
2016/12/10,Justin Timberlake,80,33,5,22
2016/12/10,Amine,6,34,34,37
2016/12/10,Kanye West,76,35,3,27
2016/12/10,Kendrick Lamar,97,36,1,36
2016/12/10,DNCE,45,37,21,0
2016/12/10,Future,71,38,1,28
2016/12/10,Taylor Swift,122,39,1,51
2016/12/10,Fifth Harmony,88,40,6,67
2016/12/10,Daft Punk,10,41,41,47
2016/12/10,BTS,7,42,16,42
2016/12/10,D.R.A.M.,15,43,31,33
2016/12/10,Beyonce,124,44,2,29
2016/12/10,John Legend,80,45,15,48
2016/12/10,Carrie Underwood,113,46,3,35
2016/12/10,Thomas Rhett,95,47,7,38
2016/12/10,Trans-Siberian Orchestra,16,48,24,65
2016/12/10,Calvin Harris,93,49,9,41
2016/12/10,DJ Khaled,26,50,3,56
2016/12/10,Chris Stapleton,57,51,2,32
2016/12/10,Jon Bellion,7,52,25,46
2016/12/10,Lil Yachty,14,53,50,60
2016/12/10,Daya,54,54,20,54
2016/12/10,Brett Eldredge,48,55,9,61
2016/12/10,gnash,18,56,42,52
2016/12/10,Kidz Bop Kids,46,57,9,73
2016/12/10,Tim McGraw,103,58,10,49
2016/12/10,George Strait,11,59,8,0
2016/12/10,Zayn,33,60,1,93
2016/12/10,Kenny Chesney,99,61,2,31
2016/12/10,Little Mix,11,62,37,0
2016/12/10,Desiigner,37,63,6,59
2016/12/10,Jason Aldean,118,64,1,40
2016/12/10,Chris Tomlin,15,65,17,86
2016/12/10,Shakira,15,66,35,0
2016/12/10,Young M.A,8,67,58,64
2016/12/10,Major Lazer,42,68,12,58
2016/12/10,Mariah Carey,14,69,23,0
2016/12/10,John Mayer,1,70,70,0
2016/12/10,Camila Cabello,9,71,71,0
2016/12/10,Bing Crosby,10,72,35,0
2016/12/10,Blake Shelton,126,73,1,72
2016/12/10,Tory Lanez,44,74,9,62
2016/12/10,Luke Bryan,126,75,1,43
2016/12/10,Elvis Presley,24,76,30,53
2016/12/10,Andy Grammer,50,77,18,0
2016/12/10,21 Savage,5,78,74,88
2016/12/10,Jordan Smith,12,79,6,0
2016/12/10,Cole Swindell,112,80,10,76
2016/12/10,The Lumineers,30,81,1,0
2016/12/10,Leonard Cohen,5,82,8,8
2016/12/10,Meghan Trainor,124,83,1,71
2016/12/10,Old Dominion,50,84,29,82
2016/12/10,Bryson Tiller,61,85,10,75
2016/12/10,Travis Scott,39,86,5,85
2016/12/10,Lauren Daigle,14,87,68,68
2016/12/10,Alicia Keys,4,88,12,34
2016/12/10,Charlie Puth,87,89,10,69
2016/12/10,Eric Church,120,90,8,77
2016/12/10,Disturbed,44,91,5,0
2016/12/10,Trisha Yearwood,1,92,92,0
2016/12/10,Frank Sinatra,10,93,33,0
2016/12/10,Brett Young,8,94,87,92
2016/12/10,Amy Grant,5,95,79,0
2016/12/10,Kiiara,21,96,24,70
2016/12/10,Panic! At The Disco,56,97,3,98
2016/12/10,Coldplay,90,98,4,66
2016/12/10,Usher,58,99,10,96
2016/12/10,Highly Suspect,1,100,100,0
2016/12/3,A Tribe Called Quest,2,1,1,0
2016/12/3,Drake,125,2,1,2
2016/12/3,twenty one pilots,83,3,1,3
2016/12/3,Pentatonix,29,4,2,6
2016/12/3,Rae Sremmurd,89,5,5,5
2016/12/3,The Chainsmokers,51,6,2,4
2016/12/3,The Weeknd,110,7,1,7
2016/12/3,Leonard Cohen,4,8,8,96
2016/12/3,Ariana Grande,123,9,1,9
2016/12/3,Bruno Mars,113,10,5,8
2016/12/3,Rihanna,121,11,2,10
2016/12/3,Shawn Mendes,93,12,1,11
2016/12/3,Justin Bieber,124,13,1,13
2016/12/3,Sia,125,14,5,15
2016/12/3,Adele,94,15,1,14
2016/12/3,Maroon 5,125,16,1,20
2016/12/3,Keith Urban,86,17,8,17
2016/12/3,DJ Snake,79,18,16,21
2016/12/3,Gucci Mane,6,19,6,28
2016/12/3,Alessia Cara,63,20,15,26
2016/12/3,Zay Hilfigerrr & Zayion McCall,4,21,21,24
2016/12/3,Justin Timberlake,79,22,5,25
2016/12/3,Florida Georgia Line,125,23,1,23
2016/12/3,Sting,1,24,24,0
2016/12/3,X Ambassadors,73,25,21,31
2016/12/3,Halsey,52,26,4,27
2016/12/3,Kanye West,75,27,3,29
2016/12/3,Future,70,28,1,22
2016/12/3,Beyonce,123,29,2,19
2016/12/3,Lil Uzi Vert,20,30,30,33
2016/12/3,Kenny Chesney,98,31,2,18
2016/12/3,Chris Stapleton,56,32,2,34
2016/12/3,D.R.A.M.,14,33,31,42
2016/12/3,Alicia Keys,3,34,12,12
2016/12/3,Carrie Underwood,112,35,3,32
2016/12/3,Kendrick Lamar,96,36,1,43
2016/12/3,Amine,5,37,37,65
2016/12/3,Thomas Rhett,94,38,7,41
2016/12/3,Lady Gaga,25,39,1,16
2016/12/3,Jason Aldean,117,40,1,47
2016/12/3,Calvin Harris,92,41,9,37
2016/12/3,BTS,6,42,16,73
2016/12/3,Luke Bryan,125,43,1,38
2016/12/3,Nicki Minaj,115,44,2,60
2016/12/3,Garth Brooks,12,45,7,98
2016/12/3,Jon Bellion,6,46,25,68
2016/12/3,Daft Punk,9,47,47,70
2016/12/3,John Legend,79,48,15,56
2016/12/3,Tim McGraw,102,49,10,35
2016/12/3,Michael Buble,16,50,4,46
2016/12/3,Taylor Swift,121,51,1,39
2016/12/3,gnash,17,52,42,44
2016/12/3,Elvis Presley,23,53,30,75
2016/12/3,Daya,53,54,20,40
2016/12/3,Metallica,75,55,22,66
2016/12/3,DJ Khaled,25,56,3,50
2016/12/3,Joe,1,57,57,0
2016/12/3,Major Lazer,41,58,12,53
2016/12/3,Desiigner,36,59,6,54
2016/12/3,Lil Yachty,13,60,50,52
2016/12/3,Brett Eldredge,47,61,9,49
2016/12/3,Tory Lanez,43,62,9,62
2016/12/3,Eminem,125,63,11,57
2016/12/3,Young M.A,7,64,58,58
2016/12/3,Trans-Siberian Orchestra,15,65,24,0
2016/12/3,Coldplay,89,66,4,72
2016/12/3,Fifth Harmony,87,67,6,64
2016/12/3,Lauren Daigle,13,68,68,84
2016/12/3,Charlie Puth,86,69,10,61
2016/12/3,Kiiara,20,70,24,45
2016/12/3,Meghan Trainor,123,71,1,67
2016/12/3,Blake Shelton,125,72,1,71
2016/12/3,Kidz Bop Kids,45,73,9,92
2016/12/3,Niall Horan,8,74,11,78
2016/12/3,Bryson Tiller,60,75,10,63
2016/12/3,Cole Swindell,111,76,10,51
2016/12/3,Eric Church,119,77,8,36
2016/12/3,Meek Mill,23,78,1,30
2016/12/3,Home Free,1,79,79,0
2016/12/3,Zara Larsson,23,80,61,0
2016/12/3,Bon Jovi,4,81,1,1
2016/12/3,Old Dominion,49,82,29,81
2016/12/3,Little Big Town,45,83,17,59
2016/12/3,Selena Gomez,110,84,2,0
2016/12/3,Travis Scott,38,85,5,77
2016/12/3,Chris Tomlin,14,86,17,88
2016/12/3,Leslie Odom Jr.,1,87,87,0
2016/12/3,21 Savage,4,88,74,82
2016/12/3,P!nk,49,89,16,79
2016/12/3,Maren Morris,28,90,15,48
2016/12/3,Ronnie Dunn,1,91,91,0
2016/12/3,Brett Young,7,92,87,95
2016/12/3,Zayn,32,93,1,0
2016/12/3,Miranda Lambert,54,94,18,80
2016/12/3,Grateful Dead,7,95,57,0
2016/12/3,Usher,57,96,10,0
2016/12/3,Martin Garrix,3,97,94,0
2016/12/3,Panic! At The Disco,55,98,3,87
2016/12/3,Wiz Khalifa,122,99,2,90
2016/12/3,Sam Hunt,123,100,5,91
2016/11/26,Bon Jovi,3,1,1,0
2016/11/26,Drake,124,2,1,1
2016/11/26,twenty one pilots,82,3,1,3
2016/11/26,The Chainsmokers,50,4,2,8
2016/11/26,Rae Sremmurd,88,5,5,25
2016/11/26,Pentatonix,28,6,2,11
2016/11/26,The Weeknd,109,7,1,9
2016/11/26,Bruno Mars,112,8,5,12
2016/11/26,Ariana Grande,122,9,1,10
2016/11/26,Rihanna,120,10,2,13
2016/11/26,Shawn Mendes,92,11,1,14
2016/11/26,Alicia Keys,2,12,12,0
2016/11/26,Justin Bieber,123,13,1,16
2016/11/26,Adele,93,14,1,15
2016/11/26,Sia,124,15,5,17
2016/11/26,Lady Gaga,24,16,1,5
2016/11/26,Keith Urban,85,17,8,18
2016/11/26,Kenny Chesney,97,18,2,2
2016/11/26,Beyonce,122,19,2,19
2016/11/26,Maroon 5,124,20,1,20
2016/11/26,DJ Snake,78,21,16,23
2016/11/26,Future,69,22,1,62
2016/11/26,Florida Georgia Line,124,23,1,26
2016/11/26,Zay Hilfigerrr & Zayion McCall,3,24,24,28
2016/11/26,Justin Timberlake,78,25,5,22
2016/11/26,Alessia Cara,62,26,15,31
2016/11/26,Halsey,51,27,4,27
2016/11/26,Gucci Mane,5,28,6,0
2016/11/26,Kanye West,74,29,3,36
2016/11/26,Meek Mill,22,30,1,4
2016/11/26,X Ambassadors,72,31,21,42
2016/11/26,Carrie Underwood,111,32,3,33
2016/11/26,Lil Uzi Vert,19,33,33,43
2016/11/26,Chris Stapleton,55,34,2,38
2016/11/26,Tim McGraw,101,35,10,39
2016/11/26,Eric Church,118,36,8,69
2016/11/26,Calvin Harris,91,37,9,29
2016/11/26,Luke Bryan,124,38,1,35
2016/11/26,Taylor Swift,120,39,1,30
2016/11/26,Daya,52,40,20,40
2016/11/26,Thomas Rhett,93,41,7,24
2016/11/26,D.R.A.M.,13,42,31,46
2016/11/26,Kendrick Lamar,95,43,1,47
2016/11/26,gnash,16,44,42,49
2016/11/26,Kiiara,19,45,24,45
2016/11/26,Michael Buble,15,46,4,32
2016/11/26,Jason Aldean,116,47,1,51
2016/11/26,Maren Morris,27,48,15,44
2016/11/26,Brett Eldredge,46,49,9,37
2016/11/26,DJ Khaled,24,50,3,58
2016/11/26,Cole Swindell,110,51,10,21
2016/11/26,Lil Yachty,12,52,50,50
2016/11/26,Major Lazer,40,53,12,48
2016/11/26,Desiigner,35,54,6,55
2016/11/26,Avenged Sevenfold,4,55,7,7
2016/11/26,John Legend,78,56,15,95
2016/11/26,Eminem,124,57,11,60
2016/11/26,Young M.A,6,58,58,64
2016/11/26,Little Big Town,44,59,17,53
2016/11/26,Nicki Minaj,114,60,2,59
2016/11/26,Charlie Puth,85,61,10,61
2016/11/26,Tory Lanez,42,62,9,52
2016/11/26,Bryson Tiller,59,63,10,57
2016/11/26,Fifth Harmony,86,64,6,67
2016/11/26,Amine,4,65,65,76
2016/11/26,Metallica,74,66,22,63
2016/11/26,Meghan Trainor,122,67,1,65
2016/11/26,Jon Bellion,5,68,25,79
2016/11/26,Jeezy,8,69,3,6
2016/11/26,Daft Punk,8,70,56,68
2016/11/26,Blake Shelton,124,71,1,75
2016/11/26,Coldplay,88,72,4,66
2016/11/26,BTS,5,73,16,86
2016/11/26,Red Hot Chili Peppers,16,74,2,0
2016/11/26,Elvis Presley,22,75,30,98
2016/11/26,Katy Perry,124,76,6,81
2016/11/26,Travis Scott,37,77,5,80
2016/11/26,Niall Horan,7,78,11,83
2016/11/26,P!nk,48,79,16,54
2016/11/26,Miranda Lambert,53,80,18,72
2016/11/26,Old Dominion,48,81,29,73
2016/11/26,21 Savage,3,82,74,74
2016/11/26,Attila,1,83,83,0
2016/11/26,Lauren Daigle,12,84,68,92
2016/11/26,Common,2,85,53,0
2016/11/26,Michael Jackson,98,86,25,34
2016/11/26,Panic! At The Disco,54,87,3,0
2016/11/26,Chris Tomlin,13,88,17,0
2016/11/26,Big Sean,69,89,2,0
2016/11/26,Wiz Khalifa,121,90,2,82
2016/11/26,Sam Hunt,122,91,5,88
2016/11/26,Kidz Bop Kids,44,92,9,70
2016/11/26,Bebe Rexha,23,93,48,0
2016/11/26,Kelsea Ballerini,40,94,44,84
2016/11/26,Brett Young,6,95,87,94
2016/11/26,Leonard Cohen,3,96,34,0
2016/11/26,Ed Sheeran,124,97,1,93
2016/11/26,Garth Brooks,11,98,7,0
2016/11/26,Young Thug,52,99,14,96
2016/11/26,Kevin Gates,46,100,5,90
2016/11/19,Drake,123,1,1,2
2016/11/19,Kenny Chesney,96,2,2,69
2016/11/19,twenty one pilots,81,3,1,3
2016/11/19,Meek Mill,21,4,1,0
2016/11/19,Lady Gaga,23,5,1,1
2016/11/19,Jeezy,7,6,3,0
2016/11/19,Avenged Sevenfold,3,7,7,0
2016/11/19,The Chainsmokers,49,8,2,6
2016/11/19,The Weeknd,108,9,1,7
2016/11/19,Ariana Grande,121,10,1,8
2016/11/19,Pentatonix,27,11,2,5
2016/11/19,Bruno Mars,111,12,5,10
2016/11/19,Rihanna,119,13,2,12
2016/11/19,Shawn Mendes,91,14,1,13
2016/11/19,Adele,92,15,1,14
2016/11/19,Justin Bieber,122,16,1,15
2016/11/19,Sia,123,17,5,11
2016/11/19,Keith Urban,84,18,8,27
2016/11/19,Beyonce,121,19,2,18
2016/11/19,Maroon 5,123,20,1,16
2016/11/19,Cole Swindell,109,21,10,50
2016/11/19,Justin Timberlake,77,22,5,32
2016/11/19,DJ Snake,77,23,16,21
2016/11/19,Thomas Rhett,92,24,7,66
2016/11/19,Rae Sremmurd,87,25,7,36
2016/11/19,Florida Georgia Line,123,26,1,24
2016/11/19,Halsey,50,27,4,23
2016/11/19,Zay Hilfigerrr & Zayion McCall,2,28,28,28
2016/11/19,Calvin Harris,90,29,9,19
2016/11/19,Taylor Swift,119,30,1,22
2016/11/19,Alessia Cara,61,31,15,35
2016/11/19,Michael Buble,14,32,4,4
2016/11/19,Carrie Underwood,110,33,3,44
2016/11/19,Michael Jackson,97,34,25,60
2016/11/19,Luke Bryan,123,35,1,37
2016/11/19,Kanye West,73,36,3,20
2016/11/19,Brett Eldredge,45,37,9,0
2016/11/19,Chris Stapleton,54,38,2,49
2016/11/19,Tim McGraw,100,39,10,72
2016/11/19,Daya,51,40,20,26
2016/11/19,Tove Lo,75,41,10,0
2016/11/19,X Ambassadors,71,42,21,33
2016/11/19,Lil Uzi Vert,18,43,43,48
2016/11/19,Maren Morris,26,44,15,0
2016/11/19,Kiiara,18,45,24,30
2016/11/19,D.R.A.M.,12,46,31,31
2016/11/19,Kendrick Lamar,94,47,1,45
2016/11/19,Major Lazer,39,48,12,40
2016/11/19,gnash,15,49,42,42
2016/11/19,Lil Yachty,11,50,50,59
2016/11/19,Jason Aldean,115,51,1,39
2016/11/19,Tory Lanez,41,52,9,51
2016/11/19,Little Big Town,43,53,17,0
2016/11/19,P!nk,47,54,16,58
2016/11/19,Desiigner,34,55,6,47
2016/11/19,The Piano Guys,2,56,56,0
2016/11/19,Bryson Tiller,58,57,10,55
2016/11/19,DJ Khaled,23,58,3,56
2016/11/19,Nicki Minaj,113,59,2,61
2016/11/19,Eminem,123,60,11,25
2016/11/19,Charlie Puth,84,61,10,53
2016/11/19,Future,68,62,1,52
2016/11/19,Metallica,73,63,22,67
2016/11/19,Young M.A,5,64,64,65
2016/11/19,Meghan Trainor,121,65,1,54
2016/11/19,Coldplay,87,66,4,41
2016/11/19,Fifth Harmony,85,67,6,62
2016/11/19,Daft Punk,7,68,56,63
2016/11/19,Eric Church,117,69,8,0
2016/11/19,Kidz Bop Kids,43,70,9,80
2016/11/19,Testament,1,71,71,0
2016/11/19,Miranda Lambert,52,72,18,95
2016/11/19,Old Dominion,47,73,29,91
2016/11/19,21 Savage,2,74,74,74
2016/11/19,Blake Shelton,123,75,1,84
2016/11/19,Amine,3,76,76,79
2016/11/19,Shakira,14,77,35,0
2016/11/19,Dope,1,78,78,0
2016/11/19,Jon Bellion,4,79,25,82
2016/11/19,Travis Scott,36,80,5,70
2016/11/19,Katy Perry,123,81,6,77
2016/11/19,Wiz Khalifa,120,82,2,78
2016/11/19,Niall Horan,6,83,11,46
2016/11/19,Kelsea Ballerini,39,84,44,93
2016/11/19,Zayn,31,85,1,0
2016/11/19,BTS,4,86,16,43
2016/11/19,Usher,56,87,10,90
2016/11/19,Sam Hunt,121,88,5,83
2016/11/19,Chris Brown,123,89,1,99
2016/11/19,Kevin Gates,45,90,5,81
2016/11/19,Dierks Bentley,66,91,3,0
2016/11/19,Lauren Daigle,11,92,68,68
2016/11/19,Ed Sheeran,123,93,1,88
2016/11/19,Brett Young,5,94,87,96
2016/11/19,John Legend,77,95,15,0
2016/11/19,Young Thug,51,96,14,97
2016/11/19,Fetty Wap,91,97,3,92
2016/11/19,Elvis Presley,21,98,30,75
2016/11/19,G-Eazy,52,99,8,0
2016/11/19,Chance The Rapper,10,100,26,0
2016/11/12,Lady Gaga,22,1,1,51
2016/11/12,Drake,122,2,1,4
2016/11/12,twenty one pilots,80,3,1,1
2016/11/12,Michael Buble,13,4,4,0
2016/11/12,Pentatonix,26,5,2,0
2016/11/12,The Chainsmokers,48,6,2,3
2016/11/12,The Weeknd,107,7,1,5
2016/11/12,Ariana Grande,120,8,1,6
2016/11/12,Korn,1,9,9,0
2016/11/12,Bruno Mars,110,10,5,8
2016/11/12,Sia,122,11,5,12
2016/11/12,Rihanna,118,12,2,7
2016/11/12,Shawn Mendes,90,13,1,10
2016/11/12,Adele,91,14,1,9
2016/11/12,Justin Bieber,121,15,1,11
2016/11/12,Maroon 5,122,16,1,13
2016/11/12,Chris Tomlin,12,17,17,0
2016/11/12,Beyonce,120,18,2,14
2016/11/12,Calvin Harris,89,19,9,18
2016/11/12,Kanye West,72,20,3,23
2016/11/12,DJ Snake,76,21,16,19
2016/11/12,Taylor Swift,118,22,1,41
2016/11/12,Halsey,49,23,4,20
2016/11/12,Florida Georgia Line,122,24,1,16
2016/11/12,Eminem,122,25,11,22
2016/11/12,Daya,50,26,20,25
2016/11/12,Keith Urban,83,27,8,24
2016/11/12,Zay Hilfigerrr & Zayion McCall,1,28,28,0
2016/11/12,Trans-Siberian Orchestra,14,29,24,0
2016/11/12,Kiiara,17,30,24,26
2016/11/12,D.R.A.M.,11,31,31,36
2016/11/12,Justin Timberlake,76,32,5,33
2016/11/12,X Ambassadors,70,33,21,37
2016/11/12,Leonard Cohen,2,34,34,0
2016/11/12,Alessia Cara,60,35,15,43
2016/11/12,Rae Sremmurd,86,36,7,47
2016/11/12,Luke Bryan,122,37,1,28
2016/11/12,The Pretty Reckless,1,38,38,0
2016/11/12,Jason Aldean,114,39,1,27
2016/11/12,Major Lazer,38,40,12,31
2016/11/12,Coldplay,86,41,4,30
2016/11/12,gnash,14,42,42,50
2016/11/12,BTS,3,43,16,21
2016/11/12,Carrie Underwood,109,44,3,44
2016/11/12,Kendrick Lamar,93,45,1,34
2016/11/12,Niall Horan,5,46,11,89
2016/11/12,Desiigner,33,47,6,38
2016/11/12,Lil Uzi Vert,17,48,48,58
2016/11/12,Chris Stapleton,53,49,2,48
2016/11/12,Cole Swindell,108,50,10,59
2016/11/12,Tory Lanez,40,51,9,42
2016/11/12,Future,67,52,1,57
2016/11/12,Charlie Puth,83,53,10,45
2016/11/12,Meghan Trainor,120,54,1,49
2016/11/12,Bryson Tiller,57,55,10,64
2016/11/12,DJ Khaled,22,56,3,35
2016/11/12,I Prevail,2,57,57,0
2016/11/12,P!nk,46,58,16,53
2016/11/12,Lil Yachty,10,59,52,52
2016/11/12,Michael Jackson,96,60,25,60
2016/11/12,Nicki Minaj,112,61,2,40
2016/11/12,Fifth Harmony,84,62,6,68
2016/11/12,Daft Punk,6,63,56,63
2016/11/12,Jimmy Eat World,1,64,64,0
2016/11/12,Young M.A,4,65,65,71
2016/11/12,Thomas Rhett,91,66,7,67
2016/11/12,Metallica,72,67,22,54
2016/11/12,Lauren Daigle,10,68,68,0
2016/11/12,Kenny Chesney,95,69,2,65
2016/11/12,Travis Scott,35,70,5,56
2016/11/12,Kings Of Leon,2,71,2,2
