date,title,artist,weeks,current,peak,previous,,
2012/10/20,Erenyan,Erena Ono,2,8,8,78,,
2012/10/20,Madness,Muse,5,9,9,33,,
2012/10/20,Call Me Maybe,Carly Rae Jepsen,26,10,3,3,,
2012/10/13,Oh!,Shojo Jidai,1,1,0,0,,
2012/10/13,Good Time,Owl City & Carly Rae Jepsen,14,2,2,2,,
2012/10/13,Call Me Maybe,Carly Rae Jepsen,25,3,3,8,,
2012/10/13,Kagayaku Tsuki no Yoni,Superfly,14,4,3,17,,
2012/10/13,Oh Love,Green Day,11,5,5,18,,
2012/10/13,Kiss Datte Hidarikiki,SKE48,3,6,1,1,,
2012/10/13,PROUD,Junk Fujiyama,2,7,7,41,,
2012/10/13,Yoru No Odoriko,Sakanaction,5,8,2,12,,
2012/10/13,24karats TRIBE OF GOLD,EXILE TRIBE,6,9,2,16,,
2012/10/13,Gingham Check,AKB48,6,10,1,10,,
2012/10/6,Kiss Datte Hidarikiki,SKE48,2,1,1,59,,
2012/10/6,Good Time,Owl City & Carly Rae Jepsen,13,2,2,4,,
2012/10/6,Saigoto Kimeta Onna Dakara,Kiyoshi Hikawa,1,3,0,0,,
2012/10/6,firefly,BUMP OF CHICKEN,2,4,2,2,,
2012/10/6,Force,Superfly,3,5,5,7,,
2012/10/6,Bad 2012,Michael Jackson Featuring Pitbull,4,6,6,31,,
2012/10/6,Aisuru Kakugo,Shishido Kavka,3,7,7,32,,
2012/10/6,Call Me Maybe,Carly Rae Jepsen,24,8,8,9,,
2012/10/6,Kageboushi,Pornograffitti,2,9,9,77,,
2012/10/6,Gingham Check,AKB48,5,10,1,6,,
2012/9/29,Fumetsu No Scrum,Kat-Tun,2,1,1,0,,
2012/9/29,firefly,BUMP OF CHICKEN,1,2,0,0,,
2012/9/29,Bless You,Leo Ieiri,4,3,3,10,,
2012/9/29,Good Time,Owl City & Carly Rae Jepsen,12,4,4,6,,
2012/9/29,24karats TRIBE OF GOLD,EXILE TRIBE,4,5,2,2,,
2012/9/29,Gingham Check,AKB48,4,6,1,3,,
2012/9/29,Force,Superfly,2,7,7,46,,
2012/9/29,Yoru No Odoriko,Sakanaction,3,8,2,5,,
2012/9/29,Call Me Maybe,Carly Rae Jepsen,23,9,9,57,,
2012/9/29,Aoppana,Kanjani 8,2,10,1,1,,
2012/9/22,Aoppana,Kanjani 8,1,1,0,0,,
2012/9/22,24karats TRIBE OF GOLD,EXILE TRIBE,3,2,2,25,,
2012/9/22,Gingham Check,AKB48,3,3,1,1,,
2012/9/22,Kokoro No Hane,Kobukuro,3,4,4,5,,
2012/9/22,Yoru No Odoriko,Sakanaction,2,5,2,2,,
2012/9/22,Good Time,Owl City & Carly Rae Jepsen,11,6,6,10,,
2012/9/22,fight,YUI,1,7,0,0,,
2012/9/22,Nippon Egao Hyakkei,Momokurotei Ichimon,3,8,8,86,,
2012/9/22,Na Na Na,KREVA,2,9,9,85,,
2012/9/22,Bless You,Leo Ieiri,3,10,10,36,,
2012/9/15,Gingham Check,AKB48,2,1,1,46,,
2012/9/15,Yoru No Odoriko,Sakanaction,1,2,0,0,,
2012/9/15,The Over,UVERworld,2,3,3,97,,
2012/9/15,She's Back,INFINITE,1,4,0,0,,
2012/9/15,Kokoro No Hane,Kobukuro,2,5,5,95,,
2012/9/15,Tadanaranu Kankei,Tokyo Jihen,4,6,6,23,,
2012/9/15,Naitatte,Naoto Inti Raymi,4,7,7,17,,
2012/9/15,The Beginning,ONE OK ROCK,3,8,2,2,,
2012/9/15,What Makes You Beautiful,One Direction,12,9,3,6,,
2012/9/15,Good Time,Owl City & Carly Rae Jepsen,10,10,10,12,,
2012/9/8,Hashire! Bicycle,Nogizaka 48,3,1,1,44,,
2012/9/8,The Beginning,ONE OK ROCK,2,2,2,31,,
2012/9/8,"Sexy, Free & Single",Super Junior,1,3,0,0,,
2012/9/8,"Be my shine ""Kimi Wo Hanasanai""",Boyfriend,1,4,0,0,,
2012/9/8,WILD TRIBE,ACE OF SPADES,2,5,5,65,,
2012/9/8,What Makes You Beautiful,One Direction,11,6,3,5,,
2012/9/8,Natsuiro dot,ammoflight,4,7,7,7,,
2012/9/8,WANNA BEEEE!!,Kis-My-Ft2,3,8,1,1,,
2012/9/8,Kagayaku Tsuki no Yoni,Superfly,9,9,3,3,,
2012/9/8,Spending all my time,Perfume,4,10,2,2,,
2012/9/1,WANNA BEEEE!!,Kis-My-Ft2,2,1,1,81,,
2012/9/1,Spending all my time,Perfume,3,2,2,19,,
2012/9/1,Kagayaku Tsuki no Yoni,Superfly,8,3,3,17,,
2012/9/1,Hikari He,miwa,2,4,4,73,,
2012/9/1,What Makes You Beautiful,One Direction,10,5,3,3,,
2012/9/1,Hanabi,Sandaime J Soul Brothers,3,6,2,2,,
2012/9/1,Natsuiro dot,ammoflight,3,7,7,18,,
2012/9/1,Children Record,Jin,1,8,0,0,,
2012/9/1,Tsubasa,Ayaka Ide,2,9,9,51,,
2012/9/1,Eureka,Sukima Switch,5,10,7,7,,
2012/8/25,Virginity,AKB48,1,1,0,0,,
2012/8/25,Hanabi,Sandaime J Soul Brothers,2,2,2,25,,
2012/8/25,What Makes You Beautiful,One Direction,9,3,3,5,,
2012/8/25,kEEP oN.,V6,1,4,0,0,,
2012/8/25,Mata Ashita,Yuzu,3,5,5,45,,
2012/8/25,Moment,SMAP,6,6,1,1,,
2012/8/25,Eureka,Sukima Switch,4,7,7,41,,
2012/8/25,HEART BEAT,Miliyah Kato,3,8,8,13,,
2012/8/25,Hi Wa Mata Noboru,Yu Takahashi,2,9,9,24,,
2012/8/25,Crossing Field,LiSA,1,10,0,0,,
2012/8/18,Moment,SMAP,5,1,1,4,,
2012/8/18,BRIGHT STREAM,Nana Mizuki,1,2,0,0,,
2012/8/18,Sprechchor,RADWIMPS,1,3,0,0,,
2012/8/18,Kibo Ni Tsuite,No Name,1,4,0,0,,
2012/8/18,What Makes You Beautiful,One Direction,8,5,5,29,,
2012/8/18,everybody feels the same,Quruli,5,6,6,50,,
2012/8/18,ER,Eight Ranger,3,7,1,1,,
2012/8/18,Come on,CNBLUE,1,8,0,0,,
2012/8/18,Dance Again,Jennifer Lopez Featuring Pitbull,6,9,9,76,,
2012/8/18,BOW & ARROWS,EXILE,3,10,2,2,,
2012/8/11,ER,Eight Ranger,2,1,1,41,,
2012/8/11,BOW & ARROWS,EXILE,2,2,2,47,,
2012/8/11,Otona Jelly Beans,Mayu Watanabe,1,3,0,0,,
2012/8/11,Moment,SMAP,4,4,4,39,,
2012/8/11,STARS,Superfly & Tortoise Matsumoto,5,5,5,64,,
2012/8/11,Go For It!!,Kana Nishino,2,6,6,88,,
2012/8/11,Tweet Dream,Fairies,2,7,7,30,,
2012/8/11,"777""We can sing a song!""",AAA,1,8,0,0,,
2012/8/11,Stuck On You,Meiko,6,9,3,6,,
2012/8/11,Kaze Ga Fuiteiru,Ikimono-gakari,7,10,4,4,,
2012/8/4,Chankapana,NEWS,2,1,1,90,,
2012/8/4,Romance Privacy,French Kiss,2,2,2,97,,
2012/8/4,Watagashi,back number,4,3,3,11,,
2012/8/4,Kaze Ga Fuiteiru,Ikimono-gakari,6,4,4,30,,
2012/8/4,Itoshii Hitoe Sasagu Uta,Keisuke Kuwata,5,5,5,6,,
2012/8/4,Stuck On You,Meiko,5,6,3,3,,
2012/8/4,LOVE LOVE Summer,Ketsumeishi,7,7,1,1,,
2012/8/4,Believe,Che'Nelle,4,8,5,5,,
2012/8/4,"Furusato""Blue Sky Homeland""",Misaki Usuzawa,1,9,0,0,,
2012/8/4,Flying Get,GILLE,3,10,10,59,,
2012/7/28,LOVE LOVE Summer,Ketsumeishi,6,1,1,27,,
2012/7/28,ANDROID,Tohoshinki,2,2,2,65,,
2012/7/28,Stuck On You,Meiko,4,3,3,0,,
2012/7/28,Because.. I am,flumpool,3,4,4,46,,
2012/7/28,Believe,Che'Nelle,3,5,5,8,,
2012/7/28,Itoshii Hitoe Sasagu Uta,Keisuke Kuwata,4,6,6,12,,
2012/7/28,Taiyo Scandalous,SCANDAL,2,7,7,77,,
2012/7/28,We Are Young,fun. Featuring Janelle Monae,18,8,8,13,,
2012/7/28,PAPARAZZI,Shojo Jidai,4,9,1,7,,
2012/7/28,Life,Kimaguren,3,10,10,39,,
2012/7/21,LOVE CHASE,Tomohisa Yamashita,4,1,1,15,,
2012/7/21,Heat,Kim Hyun Joong,1,2,0,0,,
2012/7/21,One Two Three,Morning Musume,1,3,0,0,,
2012/7/21,In The Spotlight(TOKYO),Namie Amuro,4,4,4,29,,
2012/7/21,One day,2PM + 2AM 'Oneday',1,5,0,0,,
2012/7/21,Monster,BIGBANG,3,6,6,30,,
2012/7/21,PAPARAZZI,Shojo Jidai,3,7,1,1,,
2012/7/21,Believe,Che'Nelle,2,8,8,19,,
2012/7/21,Don't Wake Me Up,Chris Brown,5,9,9,31,,
2012/7/21,Puri Puri Summer Kiss,SUPER GiRLS,1,10,0,0,,
2012/7/14,PAPARAZZI,Shojo Jidai,2,1,1,31,,
2012/7/14,TO THE LIMIT,Kat-Tun,2,2,2,0,,
2012/7/14,Otome Senso,Momoiro Clover Z,1,3,0,0,,
2012/7/14,Kimi Wa Bokuda,Atsuko Maeda,2,4,1,1,,
2012/7/14,Ano Sora No Mukougawa E,Junk Fujiyama,7,5,4,4,,
2012/7/14,Cruising California (Bumpin' In My Trunk),The Offspring,4,6,6,18,,
2012/7/14,ONLY YOU,Namie Amuro,5,7,7,40,,
2012/7/14,Beautiful Target,B1a4,1,8,0,0,,
2012/7/14,All Night Long,EXILE,7,9,2,2,,
2012/7/14,0 GAME,SPYAIR,2,10,10,68,,
2012/7/7,Kimi Wa Bokuda,Atsuko Maeda,1,1,0,0,,
2012/7/7,All Night Long,EXILE,6,2,2,12,,
2012/7/7,OH YEAH,KREVA,3,3,3,34,,
2012/7/7,Ano Sora No Mukougawa E,Junk Fujiyama,6,4,4,18,,
2012/7/7,Payphone,Maroon 5 Featuring Wiz Khalifa,10,5,5,16,,
2012/7/7,"Life""Umaretekurete Arigato""",Brand New Vibe,4,6,6,8,,
2012/7/7,Burn It Down,Linkin Park,10,7,7,9,,
2012/7/7,Ai Deshita,Kanjani 8,3,8,1,1,,
2012/7/7,"Delay, Delay",The Heartbreaks,3,9,9,27,,
2012/7/7,Kuchibiru,Aiko,8,10,10,39,,
2012/6/30,Ai Deshita,Kanjani 8,2,1,1,91,,
2012/6/30,Your Eyes,Arashi,3,2,1,1,,
2012/6/30,Erepyon,Erena Ono,2,3,3,20,,
2012/6/30,Manatsu No Sounds good!,AKB48,7,4,1,3,,
2012/6/30,Nemuri Hime,SEKAI NO OWARI,4,5,5,5,,
2012/6/30,Tadaima,JUJU,4,6,6,30,,
2012/6/30,Scream,Usher,5,7,7,33,,
2012/6/30,"Life""Umaretekurete Arigato""",Brand New Vibe,3,8,8,11,,
2012/6/30,Burn It Down,Linkin Park,9,9,9,47,,
2012/6/30,Entenka,Shonan No Kaze,2,10,7,7,,
2012/6/23,Your Eyes,Arashi,2,1,1,68,,
2012/6/23,Beautiful,2PM,1,2,0,0,,
2012/6/23,Manatsu No Sounds good!,AKB48,6,3,1,1,,
2012/6/23,METRO BAROQUE,Nana Mizuki,1,4,0,0,,
2012/6/23,Nemuri Hime,SEKAI NO OWARI,3,5,5,5,,
2012/6/23,Forever,Crystal Kay,2,6,6,51,,
2012/6/23,Entenka,Shonan No Kaze,1,7,0,0,,
2012/6/23,Boku To Hana,Sakanaction,7,8,3,3,,
2012/6/23,Never Close Our Eyes,Adam Lambert,6,9,9,24,,
2012/6/23,Suika BABY,Not Yet,4,10,2,2,,
2012/6/16,Manatsu No Sounds good!,AKB48,5,1,1,1,,
2012/6/16,Suika BABY,Not Yet,3,2,2,61,,
2012/6/16,Boku To Hana,Sakanaction,6,3,3,8,,
2012/6/16,Shonen Yo Uso Wo Tsuke,Watari Roka Hashiri Tai 7,1,4,0,0,,
2012/6/16,Nemuri Hime,SEKAI NO OWARI,2,5,5,33,,
2012/6/16,Kokuhaku,Ken Hirai,2,6,6,83,,
2012/6/16,Megami No Kiss,PES from RIP SLYME,7,7,7,38,,
2012/6/16,Shine,Leo Ieiri,7,8,4,4,,
2012/6/16,Nichiyobi,back number,2,9,9,48,,
2012/6/16,In Your Arms,Kina Grannis,5,10,5,5,,
2012/6/9,Manatsu No Sounds good!,AKB48,4,1,1,21,,
2012/6/9,Haina!,NYC,1,2,0,0,,
2012/6/9,with you,Yuzu,3,3,3,40,,
2012/6/9,Shine,Leo Ieiri,6,4,4,0,,
2012/6/9,In Your Arms,Kina Grannis,4,5,5,10,,
2012/6/9,Bible,GLAY,3,6,6,93,,
2012/6/9,Watashitach,Kana Nishino,1,7,0,0,,
2012/6/9,Boku To Hana,Sakanaction,5,8,8,22,,
2012/6/9,Aishiteraburu!,SKE48,2,9,1,1,,
2012/6/9,Taiyou Iwaku Moeyo Chaos,Ushitokara Haiyoritai G (Nyaruko×Ku-ko×Tamao),1,10,0,0,,
2012/6/2,Aishiteraburu!,SKE48,1,1,0,0,,
2012/6/2,"Moretsu Uchu Kokyokyoku Dai Nanagakusho ""Mugen No Ai""",Momoiro Clover Z,10,2,2,4,,
2012/6/2,Face Down,Arashi,3,3,1,1,,
2012/6/2,Sherlock,SHINee,1,4,0,0,,
2012/6/2,Jiyu E Michizure,Ringo Sheena,5,5,5,48,,
2012/6/2,Mamireru,Kaela Kimura,5,6,6,12,,
2012/6/2,MY TIME TO SHINE,Dreams Come True,8,7,7,44,,
2012/6/2,Still Love You,AAA,1,8,0,0,,
2012/6/2,Natsu No Daisankakukei,NICO Touches the Walls,3,9,9,66,,
2012/6/2,In Your Arms,Kina Grannis,3,10,10,18,,
2012/5/26,Face Down,Arashi,2,1,1,42,,
2012/5/26,Nagiichi,NMB48,1,2,0,0,,
2012/5/26,Opera,Super Junior,1,3,0,0,,
2012/5/26,"Moretsu Uchu Kokyokyoku Dai Nanagakusho ""Mugen No Ai""",Momoiro Clover Z,9,4,2,31,,
2012/5/26,Tonight Tonight,Hot Chelle Rae,6,5,5,8,,
2012/5/26,"Itsumo, Itsumademo",Tube,2,6,6,23,,
2012/5/26,S,Sid,1,7,0,0,,
2012/5/26,Hyakumannen No Shiawase,Keisuke Kuwata,1,8,0,0,,
2012/5/26,Gekko,Kazuyoshi Saito,5,9,3,3,,
2012/5/26,Play Ball,YUKI,4,10,4,4,,
2012/5/19,Soredemo Suki Dayo,Rino Sashihara,1,1,0,0,,
2012/5/19,Oide Shampoo,Nogizaka46,2,2,2,97,,
2012/5/19,Gekko,Kazuyoshi Saito,4,3,3,45,,
2012/5/19,Play Ball,YUKI,3,4,4,32,,
2012/5/19,Sakasama No Sora,SMAP,5,5,1,1,,
2012/5/19,Two Hearts,Daichi Miura,2,6,6,76,,
2012/5/19,Taiyou No Yakusoku,Masayoshi Yamasaki,2,7,7,51,,
2012/5/19,Tonight Tonight,Hot Chelle Rae,5,8,8,13,,
2012/5/19,Orange,GReeeeN,3,9,4,4,,
2012/5/19,Payphone,Maroon 5 Featuring Wiz Khalifa,3,10,10,12,,
2012/5/12,Sakasama No Sora,SMAP,4,1,1,2,,
2012/5/12,Junengo No Kimi E,Tomoni Itano,1,2,0,0,,
2012/5/12,Haru Uta,Ikimono-gakari,4,3,3,20,,
2012/5/12,Orange,GReeeeN,2,4,4,70,,
2012/5/12,"Inori""Namida No Kidou""",Mr. Children,8,5,1,1,,
2012/5/12,Heaven,Emeli Sande,7,6,6,15,,
2012/5/12,Happy Pills,Norah Jones,9,7,7,22,,
2012/5/12,Turn Up The Music,Chris Brown,9,8,8,29,,
2012/5/12,"Getsu Ka Sui Moku Kin Do Nichi ""Kimi Ni Okuru Uta""",Sonar Pocket,3,9,9,64,,
2012/5/12,Akane,Alma Kaminiito,2,10,10,32,,
2012/5/5,"Inori""Namida No Kidou""",Mr. Children,7,1,1,0,,
2012/5/5,Sakasama No Sora,SMAP,3,2,2,17,,
2012/5/5,Be Mine,INFINITE,1,3,0,0,,
2012/5/5,Spring of Life,Perfume,5,4,1,1,,
2012/5/5,Anzu No Uta,Anzu Futaba(Hiromi Igarashi),1,5,0,0,,
2012/5/5,to the beginning,Kalafina,3,6,6,83,,
2012/5/5,Koikaze,Kaede Takagaki(Saori Hayami),1,7,0,0,,
2012/5/5,Never say nerver,Rin Shibuya(Ayaka Fukuhara),1,8,0,0,,
2012/5/5,Chocolat Tiara,Kanako Miura(Yuka Otsubo),1,9,0,0,,
2012/5/5,One Two Three,E-Girls,2,10,10,79,,
2012/4/28,Spring of Life,Perfume,4,1,1,7,,
2012/4/28,Lady Diamond,Sexy Zone,1,2,0,0,,
2012/4/28,Renai Hunter,Morning Musume,1,3,0,0,,
2012/4/28,Starships,Nicki Minaj,8,4,4,12,,
2012/4/28,"GO FOR IT,BABY ""Kioku No Sanmyaku""",B'z,4,5,1,1,,
2012/4/28,Canaria,NIKIIE,5,6,6,15,,
2012/4/28,Shiawase No Last Dance,Keisuke Kuwata,2,7,6,6,,
2012/4/28,Kakato De Ai Wo Uchinarase,ASIAN KUNG-FU GENERATION,3,8,8,0,,
2012/4/28,Haru Uta,Ikimono-gakari,2,9,9,21,,
2012/4/28,Heaven,Emeli Sande,5,10,9,9,,
2012/4/21,"GO FOR IT,BABY ""Kioku No Sanmyaku""",B'z,3,1,1,15,,
2012/4/21,Candy Candy,Kyary Pamyu Pamyu,6,2,2,13,,
2012/4/21,Beat Generation,Fairies,2,3,3,34,,
2012/4/21,Ikiteru Ikiteku,Masaharu Fukuyama,5,4,1,1,,
2012/4/21,"Oppa,Oppa",DONGHAE(SUPER JUNIOR) & EUNHYUK(SUPER JUNIOR),1,5,0,0,,
2012/4/21,Shiawase No Last Dance,Keisuke Kuwata,1,6,0,0,,
2012/4/21,Spring of Life,Perfume,3,7,7,9,,
2012/4/21,distance,Man With A Mission,2,8,8,74,,
2012/4/21,Heaven,Emeli Sande,4,9,9,31,,
2012/4/21,Hang It Up,The Ting Tings,7,10,8,8,,
2012/4/14,Ikiteru Ikiteku,Masaharu Fukuyama,4,1,1,17,,
2012/4/14,7th Trigger,UVERworld,1,2,0,0,,
2012/4/14,Go Round,Namie Amuro,4,3,2,2,,
2012/4/14,Aishiteta,Naoto Inti Raymi,2,4,4,56,,
2012/4/14,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,9,5,3,8,,
2012/4/14,All About Tonight,Pixie Lott,9,6,4,4,,
2012/4/14,SHE! HER! HER!,Kis-My-Ft2,3,7,1,1,,
2012/4/14,Hang It Up,The Ting Tings,6,8,8,16,,
2012/4/14,Spring of Life,Perfume,2,9,9,54,,
2012/4/14,Speed Up,KARA,3,10,3,3,,
2012/4/7,SHE! HER! HER!,Kis-My-Ft2,2,1,1,82,,
2012/4/7,Go Round,Namie Amuro,3,2,2,20,,
2012/4/7,Speed Up,KARA,2,3,3,93,,
2012/4/7,All About Tonight,Pixie Lott,8,4,4,7,,
2012/4/7,Good Day,IU,2,5,5,66,,
2012/4/7,Lost the way,Diva,1,6,0,0,,
2012/4/7,Girls Power,KARA,2,7,7,35,,
2012/4/7,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,8,8,3,3,,
2012/4/7,Wild At Heart,Arashi,7,9,1,2,,
2012/4/7,Hikari,Ayaka Ide,3,10,10,25,,
2012/3/31,Still,Tohoshinki,1,1,0,0,,
2012/3/31,Wild At Heart,Arashi,6,2,1,1,,
2012/3/31,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,7,3,3,29,,
2012/3/31,Koi Wo Release,Yumi Matsutoya,4,4,4,31,,
2012/3/31,Ikiteru Ikiteku,Masaharu Fukuyama,2,5,5,19,,
2012/3/31,Ikiyou,The Alfee,1,6,0,0,,
2012/3/31,All About Tonight,Pixie Lott,7,7,7,11,,
2012/3/31,Till Next Tuesday,James Iha,4,8,8,16,,
2012/3/31,Mr. Saxobeat,Alexandra Stan,10,9,9,14,,
2012/3/31,Be...,Ms. OOJA,7,10,3,6,,
2012/3/24,Wild At Heart,Arashi,5,1,1,54,,
2012/3/24,"Moretsu Uchu Kokyokyoku Dai Nanagakusho ""Mugen No Ai""",Momoiro Clover Z,1,2,0,0,,
2012/3/24,Go my way,Sandaime J Soul Brothers,2,3,3,71,,
2012/3/24,"SAKURA,I love you?",Kana Nishino,3,4,4,69,,
2012/3/24,Misenai Namida wa Kitto Itsuka,GReeeeN,3,5,4,4,,
2012/3/24,Be...,Ms. OOJA,6,6,3,3,,
2012/3/24,Baby Baby,Yusuke,1,7,0,0,,
2012/3/24,GIVE ME FIVE!,AKB48,7,8,1,6,,
2012/3/24,Delicious Na Kinyobi,Crystal Kay,2,9,9,57,,
2012/3/24,Futarihitotsu,Rake,6,10,10,48,,
2012/3/17,"Ai,Texas",Tomohisa Yamashita,2,1,1,23,,
2012/3/17,Synchro Tokimeki,Mayu Watanabe,1,2,0,0,,
2012/3/17,Be...,Ms. OOJA,5,3,3,5,,
2012/3/17,Misenai Namida wa Kitto Itsuka,GReeeeN,2,4,4,76,,
2012/3/17,Roly-Poly,T-ara,3,5,5,28,,
2012/3/17,GIVE ME FIVE!,AKB48,6,6,1,2,,
2012/3/17,Tsumatai Ame,Bonnie Pink,8,7,7,35,,
2012/3/17,Mayonaka No Hidamari,Nao Yasuta,5,8,7,7,,
2012/3/17,KISS KISS BANG BANG,Ikimono-gakari,3,9,9,26,,
2012/3/17,Mr. Saxobeat,Alexandra Stan,8,10,10,13,,
2012/3/10,SUPER DELICATE,Hey! Say! JUMP,1,1,0,0,,
2012/3/10,GIVE ME FIVE!,AKB48,5,2,1,1,,
2012/3/10,Guru Guru Curtain,Nogizaka46,4,3,3,92,,
2012/3/10,Sabrina,Leo Ieiri,8,4,2,2,,
2012/3/10,Be...,Ms. OOJA,4,5,5,48,,
2012/3/10,FLY HIGH,w-inds.,1,6,0,0,,
2012/3/10,Mayonaka No Hidamari,Nao Yasuta,4,7,7,12,,
2012/3/10,SAILING,AAA,1,8,0,0,,
2012/3/10,Better Than I Know Myself,Adam Lambert,5,9,9,15,,
2012/3/10,HARUKAZE,SCANDAL,1,10,0,0,,
2012/3/3,GIVE ME FIVE!,AKB48,4,1,1,24,,
2012/3/3,Sabrina,Leo Ieiri,7,2,2,9,,
2012/3/3,BARI BARI BUDDY!,V6,1,3,0,0,,
2012/3/3,Kono Sekai Ni Umareta Wake,Funky Monkey Babys,2,4,4,69,,
2012/3/3,I Will Always Love You,Whitney Houston,2,5,5,96,,
2012/3/3,Rolling In The Deep,Adele,8,6,6,28,,
2012/3/3,Kimi Ni Aitakatta,Naoto Inti Raymi,5,7,2,2,,
2012/3/3,"Kimi No Shinwa ""Aquarion Dai Nisho""",AKINO with bless4,1,8,0,0,,
2012/3/3,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,3,9,7,7,,
2012/3/3,Mr. Saxobeat,Alexandra Stan,6,10,10,11,,
2012/2/25,Junjo U-19,NMB48,2,1,1,90,,
2012/2/25,Kimi Ni Aitakatta,Naoto Inti Raymi,4,2,2,45,,
2012/2/25,2012Spark,Pornograffitti,3,3,3,58,,
2012/2/25,Sakura,Kiyoshi Hikawa,1,4,0,0,,
2012/2/25,Film,Gen Hoshino,5,5,5,36,,
2012/2/25,ROCK ME BABY,The Bawdies,5,6,6,37,,
2012/2/25,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,2,7,7,42,,
2012/2/25,End Roll,Motohiro Hata,5,8,8,34,,
2012/2/25,Sabrina,Leo Ieiri,6,9,9,10,,
2012/2/25,Hajimari No Toki,Ayaka,6,10,3,3,,
2012/2/18,Hitotsu,Tsuyoshi Nagabuchi,5,1,1,30,,
2012/2/18,Where you are,CNBLUE,2,2,2,67,,
2012/2/18,Hajimari No Toki,Ayaka,5,3,3,33,,
2012/2/18,Kataomoi Finally,SKE48,2,4,1,1,,
2012/2/18,Ai Ga Tadoritsuku Basho,Dreams Come True,2,5,5,16,,
2012/2/18,Naisho No Hanashi,ClariS,1,6,0,0,,
2012/2/18,Mangetsu Ni Hoero,Chatmonchy,3,7,7,41,,
2012/2/18,Kataomoi,miwa,1,8,0,0,,
2012/2/18,Good Luck,BUMP OF CHICKEN,3,9,1,4,,
2012/2/18,Sabrina,Leo Ieiri,5,10,10,14,,
2012/2/11,Kataomoi Finally,SKE48,1,1,0,0,,
2012/2/11,Kiss Kiss,Kim Hyun Joong,1,2,0,0,,
2012/2/11,Inochi No Uta,Mariya Takeuchi,4,3,3,10,,
2012/2/11,Good Luck,BUMP OF CHICKEN,2,4,1,1,,
2012/2/11,The A Team,Ed Sheeran,4,5,5,5,,
2012/2/11,Pyoko Pyoko Ultra,Morning Musume,1,6,0,0,,
2012/2/11,HERO,MONKEY MAJIK,2,7,7,85,,
2012/2/11,sign,JUJU,2,8,8,41,,
2012/2/11,Shake It Out,Florence + The Machine,4,9,9,22,,
2012/2/11,By My Side,Hemenway,3,10,10,18,,
2012/2/4,Good Luck,BUMP OF CHICKEN,1,1,0,0,,
2012/2/4,Itsudatte Bokurawa,Ikimono-gakari,3,2,2,8,,
2012/2/4,Sotsugyo,Yu Takahashi,3,3,3,17,,
2012/2/4,Konya Wa Karasawagi,Tokyo Jihen,3,4,4,9,,
2012/2/4,The A Team,Ed Sheeran,3,5,5,12,,
2012/2/4,Yes,Acid Black Cherry,1,6,0,0,,
2012/2/4,Tsukematsukeru,Kyary Pamyu Pamyu,9,7,3,3,,
2012/2/4,Tsumatai Ame,Bonnie Pink,2,8,8,34,,
2012/2/4,MAMORE!!!,Idoling!!!,2,9,9,75,,
2012/2/4,Inochi No Uta,Mariya Takeuchi,3,10,10,27,,
2012/1/28,Kawatta Katachi No Ishi,KinKi Kids,1,1,0,0,,
2012/1/28,Synchrogazer,Nana Mizuki,1,2,0,0,,
2012/1/28,Tsukematsukeru,Kyary Pamyu Pamyu,8,3,3,6,,
2012/1/28,"Never let you go""Shindemo Hanasanai""",2AM,2,4,4,29,,
2012/1/28,Message,Kana Uemura,4,5,3,3,,
2012/1/28,Yasashiku Naritai,Kazuyoshi Saito,13,6,2,2,,
2012/1/28,Rising Sun,EXILE,15,7,1,4,,
2012/1/28,Itsudatte Bokurawa,Ikimono-gakari,2,8,8,21,,
2012/1/28,Konya Wa Karasawagi,Tokyo Jihen,2,9,9,47,,
2012/1/28,Kobushi Wo Ten Ni Tsukiagero,Tamio Okuda,2,10,10,80,,
2012/1/21,Wonderful Cupid,NYC,3,1,1,91,,
2012/1/21,Yasashiku Naritai,Kazuyoshi Saito,12,2,2,3,,
2012/1/21,Message,Kana Uemura,3,3,3,27,,
2012/1/21,Rising Sun,EXILE,14,4,1,65,,
2012/1/21,Happiness,AI,9,5,2,2,,
2012/1/21,Tsukematsukeru,Kyary Pamyu Pamyu,7,6,6,97,,
2012/1/21,Pedicure Day,no3b,1,7,0,0,,
2012/1/21,Boku No Hanbun,SMAP,7,8,1,1,,
2012/1/21,Uekara Mariko,AKB48,7,9,1,7,,
2012/1/21,Born This Way,Lady Gaga,20,10,1,47,,
2012/1/14,Boku No Hanbun,SMAP,6,1,1,1,,
2012/1/14,Happiness,AI,8,2,2,2,,
2012/1/14,Yasashiku Naritai,Kazuyoshi Saito,11,3,3,3,,
2012/1/14,CHASE,L'arc En Ciel,2,4,4,4,,
2012/1/14,Love Story,Namie Amuro,5,5,2,5,,
2012/1/14,Sit! Stay! Wait! Down!,Namie Amuro,4,6,3,6,,
2012/1/14,Uekara Mariko,AKB48,6,7,1,7,,
2012/1/14,Christmas Eve,Tatsuro Yamashita,3,8,8,8,,
2012/1/14,CRISIS,Acid Black Cherry,2,9,9,9,,
2012/1/14,HERO,Fairies,2,10,10,10,,
