date,title,artist,weeks,current,peak,previous,,
2015/11/7,Higher,2PM,2,2,2,13,,
2015/11/7,Shin Takarajima,Sakanaction,6,3,1,6,,
2015/11/7,Torisetsu,Kana Nishino,10,4,1,4,,
2015/11/7,I`m A Believer,SPYAIR,2,5,5,42,,
2015/11/7,Raise Your Flag,Man With A Mission,3,6,2,2,,
2015/11/7,Share The Love,THE Sharehappi from Sandaime J Soul Brothers from EXILE TRIBE,2,7,7,7,,
2015/11/7,Super Hero,Shiritsu Ebisu Chugaku,1,8,0,0,,
2015/11/7,Otonatic,Gesu No Kiwami Otome.,3,9,5,5,,
2015/11/7,Ima.Hanashitai Dareka Ga Iru,Nogizaka46,4,10,10,51,,
2015/10/31,AAO,Kis-My-Ft2,1,1,0,0,,
2015/10/31,Raise Your Flag,Man With A Mission,2,2,2,89,,
2015/10/31,Holiday,Happiness,4,3,3,54,,
2015/10/31,Torisetsu,Kana Nishino,9,4,1,4,,
2015/10/31,Otonatic,Gesu No Kiwami Otome.,2,5,5,8,,
2015/10/31,Shin Takarajima,Sakanaction,5,6,1,2,,
2015/10/31,Share The Love,THE Sharehappi from Sandaime J Soul Brothers from EXILE TRIBE,1,7,0,0,,
2015/10/31,Trancing Pulse,Triad Primus,1,8,0,0,,
2015/10/31,Starring Star,KEYTALK,2,9,9,0,,
2015/10/31,Dance Dance Dance,E-Girls,7,10,3,5,,
2015/10/24,Must Be Now,NMB48,2,1,1,0,,
2015/10/24,Shin Takarajima,Sakanaction,4,2,1,1,,
2015/10/24,Kimi No Kokoro Ha Kagayaiterukai?,Aqours,1,3,0,0,,
2015/10/24,Torisetsu,Kana Nishino,8,4,1,2,,
2015/10/24,Dance Dance Dance,E-Girls,6,5,3,3,,
2015/10/24,The Way Back,ONE OK ROCK,2,6,6,26,,
2015/10/24,SOS,SEKAI NO OWARI,4,7,1,8,,
2015/10/24,Otonatic,Gesu No Kiwami Otome.,1,8,0,0,,
2015/10/24,Kimi Ga Kureta Natsu,Leo Ieiri,12,9,1,11,,
2015/10/24,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,71,10,1,15,,
2015/10/17,Shin Takarajima,Sakanaction,3,1,1,16,,
2015/10/17,Torisetsu,Kana Nishino,7,2,1,2,,
2015/10/17,Dance Dance Dance,E-Girls,5,3,3,43,,
2015/10/17,Moonlight Walker,A.B.C-Z,1,4,0,0,,
2015/10/17,Dreaming!,"Mirai Kasuga (Haruka Yamazaki), Shizuka Mogami (Azusa Tadokoro)...",1,5,0,0,,
2015/10/17,Itoshi No Tequiero,Kiyoshi Hikawa,1,6,0,0,,
2015/10/17,Empty MERMAiD,LiSA,1,7,0,0,,
2015/10/17,SOS,SEKAI NO OWARI,3,8,1,1,,
2015/10/17,Tenkuu No Miracle Star,"Otoya Ittoki (Takuma Terashima), Masato Hijirikawa (Kenichi Suzumura)...",1,9,0,0,,
2015/10/17,Kazoku Ni Narouyo,Masaharu Fukuyama,26,10,1,0,,
2015/10/10,SOS,SEKAI NO OWARI,2,1,1,95,,
2015/10/10,Torisetsu,Kana Nishino,6,2,1,1,,
2015/10/10,Laugh Laugh Laugh,GOT7,1,3,0,0,,
2015/10/10,Kimi Ga Kureta Natsu,Leo Ieiri,10,4,1,2,,
2015/10/10,Unfair World,Sandaime J Soul Brothers from EXILE TRIBE,5,5,2,7,,
2015/10/10,Ai Wo Sakebe,Arashi,6,6,1,4,,
2015/10/10,Aishiteru No Ni.Aisenai,AAA,4,7,5,5,,
2015/10/10,Sukida.,Little Glee Monster,3,8,8,75,,
2015/10/10,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,69,9,1,17,,
2015/10/10,Yozora.,miwa Feat.Hazzie,7,10,4,10,,
2015/10/3,Torisetsu,Kana Nishino,5,1,1,2,,
2015/10/3,Kimi Ga Kureta Natsu,Leo Ieiri,9,2,1,3,,
2015/10/3,Ashita Chikyuu Ga Konagona Ni Nattemo,Dempagumi. Inc,1,3,0,0,,
2015/10/3,Ai Wo Sakebe,Arashi,5,4,1,4,,
2015/10/3,Aishiteru No Ni.Aisenai,AAA,3,5,5,14,,
2015/10/3,Puppy,FTISLAND,1,6,0,0,,
2015/10/3,Unfair World,Sandaime J Soul Brothers from EXILE TRIBE,4,7,2,5,,
2015/10/3,Revolution,Crystal Kay Feat. Namie Amuro,3,8,8,18,,
2015/10/3,All For You,GENERATIONS from EXILE TRIBE,2,9,9,91,,
2015/10/3,Yozora.,miwa Feat.Hazzie,6,10,4,8,,
2015/9/26,Otherside,SMAP,3,1,1,11,,
2015/9/26,Torisetsu,Kana Nishino,4,2,2,56,,
2015/9/26,Kimi Ga Kureta Natsu,Leo Ieiri,8,3,1,3,,
2015/9/26,Ai Wo Sakebe,Arashi,4,4,1,1,,
2015/9/26,Unfair World,Sandaime J Soul Brothers from EXILE TRIBE,3,5,2,2,,
2015/9/26,Beautiful Chaser,Bullet-Train Feat. Marty Friedman,1,6,0,0,,
2015/9/26,Sisters,SCANDAL,3,7,7,50,,
2015/9/26,Yozora.,miwa Feat.Hazzie,5,8,4,6,,
2015/9/26,Can't say,VIXX,1,9,0,0,,
2015/9/26,Q & A,Motohiro Hata,2,10,10,80,,
2015/9/19,Ai Wo Sakebe,Arashi,3,1,1,14,,
2015/9/19,Unfair World,Sandaime J Soul Brothers from EXILE TRIBE,2,2,2,39,,
2015/9/19,Kimi Ga Kureta Natsu,Leo Ieiri,7,3,1,2,,
2015/9/19,Halloween Night,AKB48,4,4,1,1,,
2015/9/19,Unbelievers,Kenshi Yonezu,2,5,5,0,,
2015/9/19,Yozora.,miwa Feat.Hazzie,4,6,4,4,,
2015/9/19,EGG,Kaela Kimura,1,7,0,0,,
2015/9/19,Aishiteru No Ni.Aisenai,AAA,1,8,0,0,,
2015/9/19,Shake It Off,Taylor Swift,55,9,4,8,,
2015/9/19,I Am A Hero,Masaharu Fukuyama,4,10,2,5,,
2015/9/12,Halloween Night,AKB48,3,1,1,79,,
2015/9/12,Kimi Ga Kureta Natsu,Leo Ieiri,6,2,1,1,,
2015/9/12,I Love The World,UVERworld,2,3,3,50,,
2015/9/12,Yozora.,miwa Feat.Hazzie,3,4,4,4,,
2015/9/12,I Am A Hero,Masaharu Fukuyama,3,5,2,2,,
2015/9/12,Bravely You,Lia,1,6,0,0,,
2015/9/12,Nagaku Mijikai Matsuri,Ringo Sheena,8,7,2,7,,
2015/9/12,Shake It Off,Taylor Swift,54,8,4,16,,
2015/9/12,Anti-Hero,SEKAI NO OWARI,7,9,2,9,,
2015/9/12,24karats GOLD SOUL,EXILE TRIBE,5,10,5,5,,
2015/9/5,Kimi Ga Kureta Natsu,Leo Ieiri,5,1,1,10,,
2015/9/5,I Am A Hero,Masaharu Fukuyama,2,2,2,42,,
2015/9/5,Natsuiro My Girl,BTOB,1,3,0,0,,
2015/9/5,Yozora.,miwa Feat.Hazzie,2,4,4,6,,
2015/9/5,24karats GOLD SOUL,EXILE TRIBE,4,5,5,51,,
2015/9/5,Oh My Wish!,Morning Musume.'15,1,6,0,0,,
2015/9/5,Nagaku Mijikai Matsuri,Ringo Sheena,7,7,2,5,,
2015/9/5,Hard Knock Days,GENERATIONS from EXILE TRIBE,3,8,4,4,,
2015/9/5,Anti-Hero,SEKAI NO OWARI,6,9,2,7,,
2015/9/5,Kakushinteki Metamarufoze!,Umaru Doma (Aimi Tanaka),1,10,0,0,,
2015/8/29,Maenomeri,SKE48,2,1,1,0,,
2015/8/29,Tegami,back number,2,2,2,0,,
2015/8/29,Everybody,Da-iCE,1,3,0,0,,
2015/8/29,Hard Knock Days,GENERATIONS from EXILE TRIBE,2,4,4,60,,
2015/8/29,Nagaku Mijikai Matsuri,Ringo Sheena,6,5,2,2,,
2015/8/29,Yozora.,miwa Feat.Hazzie,1,6,0,0,,
2015/8/29,Anti-Hero,SEKAI NO OWARI,5,7,2,3,,
2015/8/29,Maemuki Scream!,Kanjani 8,2,8,1,1,,
2015/8/29,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,11,9,1,4,,
2015/8/29,Kimi Ga Kureta Natsu,Leo Ieiri,4,10,10,10,,
2015/8/22,Maemuki Scream!,Kanjani 8,1,1,0,0,,
2015/8/22,Nagaku Mijikai Matsuri,Ringo Sheena,5,2,2,5,,
2015/8/22,Anti-Hero,SEKAI NO OWARI,4,3,2,2,,
2015/8/22,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,10,4,1,4,,
2015/8/22,Shine!!,Cinderella Project,1,5,0,0,,
2015/8/22,I Really Like You,Carly Rae Jepsen,23,6,4,8,,
2015/8/22,Beautiful Name,Dance Earth Party Feat.The Skatalites + Imaichi Ry,2,7,7,0,,
2015/8/22,Diver,KANA-BOON,2,8,8,58,,
2015/8/22,Pride Kakumei,CHiCO with Honey Works,2,9,9,33,,
2015/8/22,Kimi Ga Kureta Natsu,Leo Ieiri,3,10,10,10,,
2015/8/15,Bari Hapi,Johnny's WEST,1,1,0,0,,
2015/8/15,Anti-Hero,SEKAI NO OWARI,3,2,2,25,,
2015/8/15,Lover,AAA,2,3,3,4,,
2015/8/15,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,9,4,1,3,,
2015/8/15,Nagaku Mijikai Matsuri,Ringo Sheena,4,5,5,10,,
2015/8/15,Taiyou Knock,Nogizaka46,4,6,1,1,,
2015/8/15,Dress Wo Nuida Cinderella,Dream Ami,3,7,7,43,,
2015/8/15,I Really Like You,Carly Rae Jepsen,22,8,4,5,,
2015/8/15,Mune Kyun,AOA,1,9,0,0,,
2015/8/15,Kimi Ga Kureta Natsu,Leo Ieiri,2,10,10,21,,
2015/8/8,Taiyou Knock,Nogizaka46,3,1,1,47,,
2015/8/8,Exterminate,Nana Mizuki,1,2,0,0,,
2015/8/8,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,8,3,1,3,,
2015/8/8,Lover,AAA,1,4,0,0,,
2015/8/8,I Really Like You,Carly Rae Jepsen,21,5,4,4,,
2015/8/8,Manatsu No Taiyou,Sakurako Ohara,2,6,6,34,,
2015/8/8,Stamp!,SCANDAL,3,7,7,82,,
2015/8/8,Playback,JUJU,5,8,4,7,,
2015/8/8,Ups And Downs,Angerme,1,9,0,0,,
2015/8/8,Nagaku Mijikai Matsuri,Ringo Sheena,3,10,8,8,,
2015/8/1,Bokutachi Ha Hitotsu No Hikari,M`S,1,1,0,0,,
2015/8/1,Durian Shounen,NMB48,2,2,2,28,,
2015/8/1,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,7,3,1,1,,
2015/8/1,I Really Like You,Carly Rae Jepsen,20,4,4,16,,
2015/8/1,Cheering You!!!,Idoling!!!,1,5,0,0,,
2015/8/1,Sunny Day Song,M`S,2,6,2,2,,
2015/8/1,Playback,JUJU,4,7,4,4,,
2015/8/1,Nagaku Mijikai Matsuri,Ringo Sheena,2,8,8,11,,
2015/8/1,Romance Ga Ariamaru,Gesu No Kiwami Otome.,7,9,2,3,,
2015/8/1,Party,Girls' Generation,2,10,10,22,,
2015/7/25,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,6,1,1,9,,
2015/7/25,Sunny Day Song,M`S,1,2,0,0,,
2015/7/25,Romance Ga Ariamaru,Gesu No Kiwami Otome.,6,3,2,3,,
2015/7/25,Playback,JUJU,3,4,4,45,,
2015/7/25,Angelic Angel,M`S,2,5,1,1,,
2015/7/25,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,9,6,1,5,,
2015/7/25,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,58,7,1,12,,
2015/7/25,I Won't Turn Off My Radio,Ken Yokoyama,1,8,0,0,,
2015/7/25,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,16,9,3,11,,
2015/7/25,Moshimo Unmei No Hito Ga Iru No Nara,Kana Nishino,11,10,2,15,,
2015/7/18,Angelic Angel,M`S,1,1,0,0,,
2015/7/18,Cha Cha Cha Champion,Sexy Zone,1,2,0,0,,
2015/7/18,Romance Ga Ariamaru,Gesu No Kiwami Otome.,5,3,2,7,,
2015/7/18,I Really Like You,Carly Rae Jepsen,18,4,4,4,,
2015/7/18,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,8,5,1,8,,
2015/7/18,Sun,Gen Hoshino,10,6,4,5,,
2015/7/18,Summer Time Love,Shiggy Jr.,5,7,2,2,,
2015/7/18,Chumu Chumu,NEWS,4,8,1,1,,
2015/7/18,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,5,9,6,14,,
2015/7/18,Yeah!! Natsuyasumi,DISH//,1,10,0,0,,
2015/7/11,Chumu Chumu,NEWS,3,1,1,41,,
2015/7/11,Summer Time Love,Shiggy Jr.,4,2,2,9,,
2015/7/11,Evolution Eve,QUARTET NIGHT,1,3,0,0,,
2015/7/11,I Really Like You,Carly Rae Jepsen,17,4,4,15,,
2015/7/11,Sun,Gen Hoshino,9,5,4,21,,
2015/7/11,My Instant Song,MONOEYES,1,6,0,0,,
2015/7/11,Romance Ga Ariamaru,Gesu No Kiwami Otome.,4,7,2,2,,
2015/7/11,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,7,8,1,5,,
2015/7/11,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,56,9,1,19,,
2015/7/11,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,14,10,3,7,,
2015/7/4,For You,Bodan Shonen Dan,1,1,0,0,,
2015/7/4,Romance Ga Ariamaru,Gesu No Kiwami Otome.,3,2,2,39,,
2015/7/4,Otsukare Summer,Dempagumi. Inc,2,3,3,0,,
2015/7/4,Red,B'z,4,4,1,1,,
2015/7/4,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,6,5,1,5,,
2015/7/4,Summer Madness,Sandaime J Soul Brothers from EXILE TRIBE,3,6,6,48,,
2015/7/4,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,13,7,3,7,,
2015/7/4,Beautiful,Superfly,9,8,5,6,,
2015/7/4,Summer Time Love,Shiggy Jr.,3,9,9,19,,
2015/7/4,Haru Modoki,Yanaginagi,3,10,10,88,,
2015/6/27,Red,B'z,3,1,1,23,,
2015/6/27,Love Train,GOT7,1,2,0,0,,
2015/6/27,Deai No Tsuduki,Mayu Watanabe,1,3,0,0,,
2015/6/27,Dreamin',Tokyo Performance Doll,1,4,0,0,,
2015/6/27,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,5,5,1,3,,
2015/6/27,Beautiful,Superfly,8,6,5,5,,
2015/6/27,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,12,7,3,8,,
2015/6/27,Sister,back number,8,8,5,7,,
2015/6/27,Hapi Mari,Silent Siren,3,9,9,52,,
2015/6/27,In Love With The Music,w-inds.,1,10,0,0,,
2015/6/20,Tsuyoku Tsuyoku Tsuyoku,Kanjani 8,1,1,0,0,,
2015/6/20,Bokutachi Ha Tatakawanai,AKB48,6,2,2,2,,
2015/6/20,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,4,3,1,1,,
2015/6/20,Brave Shine,Aimer,1,4,0,0,,
2015/6/20,Beautiful,Superfly,7,5,5,6,,
2015/6/20,Suisai No Tsuki,Motohiro Hata,4,6,6,44,,
2015/6/20,Sister,back number,7,7,5,5,,
2015/6/20,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,11,8,3,8,,
2015/6/20,See You Again,Wiz Khalifa Featuring Charlie Puth,8,9,7,12,,
2015/6/20,Sun,Gen Hoshino,6,10,4,4,,
2015/6/13,Sugar  Song To Bitter Step,UNISON SQUARE GARDEN,3,1,1,69,,
2015/6/13,Bokutachi Ha Tatakawanai,AKB48,5,2,2,17,,
2015/6/13,Boku No Kotoba Dewa Nai Koreha Bokutachi No Kotoba,UVERworld,1,3,0,0,,
2015/6/13,Sun,Gen Hoshino,5,4,4,23,,
2015/6/13,Sister,back number,6,5,5,47,,
2015/6/13,Beautiful,Superfly,6,6,6,8,,
2015/6/13,Rally Go Round,LiSA,1,7,0,0,,
2015/6/13,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,10,8,3,6,,
2015/6/13,Anniversary!!,E-Girls,4,9,9,43,,
2015/6/13,Her,Block B,1,10,0,0,,
2015/6/6,"Aozora No Shita,Kimi No Tonari",Arashi,6,1,1,1,,
2015/6/6,Moshimo Unmei No Hito Ga Iru No Nara,Kana Nishino,4,2,2,2,,
2015/6/6,Anata,Ikimono-gakari,4,3,3,3,,
2015/6/6,Nandemo Nedari,KANA-BOON,5,4,4,4,,
2015/6/6,Evergreen,GENERATIONS from EXILE TRIBE,4,5,5,5,,
2015/6/6,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,9,6,3,6,,
2015/6/6,Ring Your Bell,Kalafina,2,7,7,7,,
2015/6/6,Beautiful,Superfly,5,8,8,8,,
2015/6/6,"Hello, World!",BUMP OF CHICKEN,5,9,1,9,,
2015/6/6,GOIN'!!!,Cinderella Project,2,10,10,10,,
2015/5/30,"Aozora No Shita,Kimi No Tonari",Arashi,5,1,1,31,,
2015/5/30,Moshimo Unmei No Hito Ga Iru No Nara,Kana Nishino,3,2,2,2,,
2015/5/30,Anata,Ikimono-gakari,3,3,3,35,,
2015/5/30,Nandemo Nedari,KANA-BOON,4,4,4,27,,
2015/5/30,Evergreen,GENERATIONS from EXILE TRIBE,3,5,5,43,,
2015/5/30,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,8,6,3,3,,
2015/5/30,Ring Your Bell,Kalafina,1,7,0,0,,
2015/5/30,Beautiful,Superfly,4,8,8,19,,
2015/5/30,"Hello, World!",BUMP OF CHICKEN,4,9,1,5,,
2015/5/30,GOIN'!!!,Cinderella Project,1,10,0,0,,
2015/5/23,Timeless,V6,1,1,0,0,,
2015/5/23,Moshimo Unmei No Hito Ga Iru No Nara,Kana Nishino,2,2,2,6,,
2015/5/23,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,7,3,3,10,,
2015/5/23,Summergic,KARA,1,4,0,0,,
2015/5/23,"Hello, World!",BUMP OF CHICKEN,3,5,1,3,,
2015/5/23,Arigato Forever,Mariya Nishiuchi,1,6,0,0,,
2015/5/23,See You Again,Wiz Khalifa Featuring Charlie Puth,4,7,7,11,,
2015/5/23,Relax In The City,Perfume,5,8,2,2,,
2015/5/23,Storm Riders,Sandaime J Soul Brothers from EXILE TRIBE feat.SLASH,5,9,2,9,,
2015/5/23,Shake It Off,Taylor Swift,38,10,4,30,,
2015/5/16,Chau,Hey! Say! JUMP,1,1,0,0,,
2015/5/16,Relax In The City,Perfume,4,2,2,23,,
2015/5/16,"Hello, World!",BUMP OF CHICKEN,2,3,1,1,,
2015/5/16,24 Jikan,Infinite,1,4,0,0,,
2015/5/16,Z No Chikai,Momoiro Clover Z,1,5,0,0,,
2015/5/16,Moshimo Unmei No Hito Ga Iru No Nara,Kana Nishino,1,6,0,0,,
2015/5/16,Yume Miru Sukima,Aiko,4,7,7,30,,
2015/5/16,Blue Sky Blue,Flower,1,8,0,0,,
2015/5/16,Storm Riders,Sandaime J Soul Brothers from EXILE TRIBE feat.SLASH,4,9,2,2,,
2015/5/16,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,6,10,4,4,,
2015/5/9,"Hello, World!",BUMP OF CHICKEN,1,1,0,0,,
2015/5/9,Storm Riders,Sandaime J Soul Brothers from EXILE TRIBE feat.SLASH,3,2,2,40,,
2015/5/9,12 Byou,HKT48,2,3,3,98,,
2015/5/9,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,5,4,4,6,,
2015/5/9,Angel Breeze,Mizuki Kawashima(Nao Touyama),2,5,5,0,,
2015/5/9,Mi Ha µ'sic No Mi,M`S,1,6,0,0,,
2015/5/9,Lapis Lazuli,Eir Aoi,1,7,0,0,,
2015/5/9,Starting Over,Sandaime J Soul Brothers from EXILE TRIBE,2,8,1,1,,
2015/5/9,Catch Me If You Can,Shojo Jidai,1,9,0,0,,
2015/5/9,Oh! Ribar,Pornograffitti,4,10,3,3,,
2015/5/2,Starting Over,Sandaime J Soul Brothers from EXILE TRIBE,1,1,0,0,,
2015/5/2,OLA!!,Yuzu,3,2,2,25,,
2015/5/2,Oh! Ribar,Pornograffitti,3,3,3,60,,
2015/5/2,Seisyun Kozo Ga Naiteiru,Morning Musume.'15,1,4,0,0,,
2015/5/2,Shine,Mamoru Miyano,1,5,0,0,,
2015/5/2,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,4,6,4,4,,
2015/5/2,Itsuka Kitto,Naoto Inti Raymi,3,7,3,3,,
2015/5/2,Maji LOVE Revolutions,ST RISH,2,8,1,1,,
2015/5/2,I Really Like You,Carly Rae Jepsen,7,9,9,11,,
2015/5/2,Anata Ni Koi Wo Shite Mimashita,chay,11,10,6,14,,
2015/4/25,Maji LOVE Revolutions,ST RISH,1,1,0,0,,
2015/4/25,Idol Ha Unyanya No Ken,Nya KB with Tsuchinoko Panda,1,2,0,0,,
2015/4/25,Itsuka Kitto,Naoto Inti Raymi,2,3,3,13,,
2015/4/25,Watashi Igai Watashi Ja Nai No,Gesu No Kiwami Otome.,3,4,4,0,,
2015/4/25,White,CNBLUE,1,5,0,0,,
2015/4/25,Wonderful World,Juice=Juice,1,6,0,0,,
2015/4/25,Imasara Surfside,Tube,1,7,0,0,,
2015/4/25,Maegami Kirisugita,Natsume Mito,2,8,8,59,,
2015/4/25,Aloe,Southern All Stars,6,9,3,3,,
2015/4/25,Don't Look Back!,NMB48,2,10,1,1,,
2015/4/18,Don't Look Back!,NMB48,1,1,0,0,,
2015/4/18,Coquettish Jutaichu,SKE48,3,2,2,73,,
2015/4/18,Aloe,Southern All Stars,5,3,3,7,,
2015/4/18,Kyubi,Kiryu,1,4,0,0,,
2015/4/18,Kiss Damashii,Kis-My-Ft2,2,5,1,1,,
2015/4/18,Nando Demo Hana Ga Saku Yoni Watashi Wo Ikiyo,Masaharu Fukuyama,3,6,3,3,,
2015/4/18,Inochi Ha Utsukushi,Nogizaka46,4,7,1,5,,
2015/4/18,Aiuta (since 2007),whiteeeen,4,8,4,11,,
2015/4/18,Anata Ni Koi Wo Shite Mimashita,chay,9,9,6,8,,
2015/4/18,Sakura,Ketsumeishi,16,10,9,46,,
2015/4/11,Kiss Damashii,Kis-My-Ft2,1,1,0,0,,
2015/4/11,Asita,BTOB,1,2,0,0,,
2015/4/11,Nando Demo Hana Ga Saku Yoni Watashi Wo Ikiyo,Masaharu Fukuyama,2,3,3,65,,
2015/4/11,Boku No Yuutsu To Fukigen Na Kanojo,AAA,2,4,4,84,,
2015/4/11,Inochi Ha Utsukushi,Nogizaka46,3,5,1,1,,
2015/4/11,Itooshikutte Gomen Ne,Country Girls,1,6,0,0,,
2015/4/11,Aloe,Southern All Stars,4,7,7,12,,
2015/4/11,Anata Ni Koi Wo Shite Mimashita,chay,8,8,6,6,,
2015/4/11,LEGNE Adanasu Kenko No Senritsu,Rosenburg Engel,1,9,0,0,,
2015/4/11,Sakura,Arashi,9,10,1,5,,
2015/4/4,Inochi Ha Utsukushi,Nogizaka46,2,1,1,53,,
2015/4/4,Mondai Girl,Kyary Pamyu Pamyu,5,2,2,12,,
2015/4/4,Wataridori,[Alexandros],3,3,3,89,,
2015/4/4,Aiuta (since 2007),whiteeeen,2,4,4,9,,
2015/4/4,Sakura,Arashi,8,5,1,7,,
2015/4/4,Anata Ni Koi Wo Shite Mimashita,chay,7,6,6,10,,
2015/4/4,Green Flash,AKB48,5,7,1,6,,
2015/4/4,Easter/Fukkatsusai,ASIAN KUNG-FU GENERATION,2,8,8,85,,
2015/4/4,Attakaindakara,Kumamushi,9,9,2,14,,
2015/4/4,All About That Bass,Meghan Trainor,19,10,10,11,,
2015/3/28,Kiss Kiss Kiss,Kat-Tun,1,1,0,0,,
2015/3/28,Sakuramichi,Tohoshinki,5,2,2,7,,
2015/3/28,Your Number,SHINee,1,3,0,0,,
2015/3/28,Seishunfu,Momoiro Clover Z,2,4,4,87,,
2015/3/28,Yacchatta!!,Busaiku,2,5,5,6,,
2015/3/28,Green Flash,AKB48,4,6,1,1,,
2015/3/28,Sakura,Arashi,7,7,1,2,,
2015/3/28,Sangatsu Kokonoka,Remioromen,9,8,8,44,,
2015/3/28,Aiuta (since 2007),whiteeeen,1,9,0,0,,
2015/3/28,Anata Ni Koi Wo Shite Mimashita,chay,6,10,8,13,,
2015/3/21,Green Flash,AKB48,3,1,1,28,,
2015/3/21,Sakura,Arashi,6,2,1,1,,
2015/3/21,Kiseki,Kobukuro,2,3,3,33,,
2015/3/21,Jonetsu No Hana,EXILE,1,4,0,0,,
2015/3/21,My One,Lead,1,5,0,0,,
2015/3/21,Yacchatta!!,Busaiku,1,6,0,0,,
2015/3/21,Sakuramichi,Tohoshinki,4,7,2,2,,
2015/3/21,Kitto,Choushinsei,1,8,0,0,,
2015/3/21,R.O.S.E.,WOOYOUNG (From 2PM),1,9,0,0,,
2015/3/21,Sasurai Bojo,Kiyoshi Hikawa,1,10,0,0,,
2015/3/14,Sakura,Arashi,5,1,1,14,,
2015/3/14,Sakuramichi,Tohoshinki,3,2,2,18,,
2015/3/14,Lil' Infinity,AAA,2,3,3,15,,
2015/3/14,Attakaindakara,Kumamushi,6,4,2,6,,
2015/3/14,360°,miwa,2,5,5,97,,
2015/3/14,Kareinaru Gyakushu,SMAP,6,6,1,1,,
2015/3/14,Miiro,AKINO with bless4,2,7,2,2,,
2015/3/14,Shijo No Jinsei,Ringo Sheena,5,8,8,57,,
2015/3/14,Anata Ni Koi Wo Shite Mimashita,chay,4,9,8,8,,
2015/3/14,Like A Cat,AOA,1,10,0,0,,
2015/3/7,Kareinaru Gyakushu,SMAP,5,1,1,7,,
2015/3/7,Miiro,AKINO with bless4,1,2,0,0,,
2015/3/7,Fubuki,Shiena Nishizawa,1,3,0,0,,
2015/3/7,Star!!,Cinderella Project,1,4,0,0,,
2015/3/7,Mr. Chu,Apink,2,5,5,89,,
2015/3/7,Attakaindakara,Kumamushi,5,6,2,3,,
2015/3/7,"Sayonara,Alice",Flower,1,7,0,0,,
2015/3/7,Anata Ni Koi Wo Shite Mimashita,chay,3,8,8,12,,
2015/3/7,Seven Deadly Sins,Man With A Mission,3,9,2,2,,
2015/3/7,Dragon Night,SEKAI NO OWARI,20,10,2,8,,
2015/2/28,Kioku,Subaru Shibuya,1,1,0,0,,
2015/2/28,Seven Deadly Sins,Man With A Mission,2,2,2,84,,
2015/2/28,Attakaindakara,Kumamushi,4,3,2,2,,
2015/2/28,miss you,Reo Ieiri,5,4,4,16,,
2015/2/28,Stay With Me,Sam Smith,11,5,5,13,,
2015/2/28,Heroine,back number,9,6,2,4,,
2015/2/28,Kareinaru Gyakushu,SMAP,4,7,7,41,,
2015/2/28,Dragon Night,SEKAI NO OWARI,19,8,2,5,,
2015/2/28,Igugisuto,Angela,1,9,0,0,,
2015/2/28,Never say Never,Afilia Saga,1,10,0,0,,
2015/2/21,Zun Doko Paradise,Johnny's WEST,2,1,1,99,,
2015/2/21,Attakaindakara,Kumamushi,3,2,2,7,,
2015/2/21,Taiki Bansei,Angerme,1,3,0,0,,
2015/2/21,Heroine,back number,8,4,2,3,,
2015/2/21,Dragon Night,SEKAI NO OWARI,18,5,2,4,,
2015/2/21,R.Y.U.S.E.I,Sandaime J Soul Brothers from EXILE TRIBE,36,6,1,11,,
2015/2/21,&Z,SawanoHiroyuki[nZk],1,7,0,0,,
2015/2/21,"Eeny,Meeny,Miny,Moe!",Sandaime J Soul Brothers from EXILE TRIBE,2,8,8,8,,
2015/2/21,Anata Ni Koi Wo Shite Mimashita,chay,1,9,0,0,,
